Trade ID,Order ID,Client ID,Trade Type,Quantity,Price,Trade Value,Currency,Trade Date,Settlement Date,,Counterparty,Trading Venue,Trader Name,Confirmation Status,Country of Trade,Ops Team Notes
TID00175,OID00175,CID8158,Sell,540,1401.46,756788.4,USD,1/17/2024,1/19/2024,,Citibank,NASDAQ,Trader C,Failed,DE,Escalated
TID00176,OID00176,CID3741,Buy,456,695.14,316983.84,USD,3/20/2024,3/22/2024,,Morgan Stanley,NASDAQ,Trader B,Confirmed,DE,Manual Check
TID00177,OID00177,CID5213,Buy,774,866.06,670330.44,USD,4/7/2024,4/9/2024,,Morgan Stanley,BATS,Trader A,Failed,DE,Reviewed
TID00178,OID00178,CID1347,Buy,967,303.53,293513.51,EUR,1/15/2024,1/17/2024,,JPMorgan,IEX,Trader D,Confirmed,DE,Reviewed
TID00179,OID00179,CID9530,Sell,285,113.39,32316.15,GBP,1/24/2024,1/26/2024,,Citibank,NASDAQ,Trader D,Pending,UK,Reviewed
TID00180,OID00180,CID5952,Sell,941,1274.75,1199539.75,USD,4/29/2024,5/1/2024,,Citibank,BATS,Trader A,Settled,UK,Reviewed
TID00181,OID00181,CID1409,Sell,358,1170.74,419124.92,USD,2/15/2024,2/17/2024,,Citibank,NASDAQ,Trader A,Settled,US,Manual Check
TID00182,OID00182,CID2310,Buy,652,994.69,648537.88,USD,3/7/2024,3/9/2024,,Morgan Stanley,NYSE,Trader C,Confirmed,US,Clean
TID00183,OID00183,CID6407,Buy,827,336.82,278550.14,USD,4/1/2024,4/3/2024,,JPMorgan,NYSE,Trader A,Confirmed,DE,Escalated
TID00184,OID00184,CID4902,Buy,566,632.2,357825.2,USD,4/12/2024,4/14/2024,,Morgan Stanley,IEX,Trader D,Failed,UK,Clean
TID00185,OID00185,CID7854,Sell,658,764.2,502843.6,GBP,4/14/2024,4/16/2024,,Citibank,IEX,Trader C,Pending,DE,Clean
TID00186,OID00186,CID6433,Sell,90,577.69,51992.1,GBP,3/21/2024,3/23/2024,,Morgan Stanley,NYSE,Trader B,Failed,US,Manual Check
TID00187,OID00187,CID5894,Buy,911,1460.78,1330770.58,USD,4/9/2024,4/11/2024,,Citibank,NYSE,Trader A,Settled,DE,Clean
TID00188,OID00188,CID9332,Buy,823,750.2,617414.6,GBP,3/30/2024,4/1/2024,,Citibank,NYSE,Trader D,Confirmed,UK,Escalated
TID00189,OID00189,CID5744,Sell,335,1005.52,336849.2,GBP,2/2/2024,2/4/2024,,Citibank,BATS,Trader C,Settled,UK,Escalated
TID00190,OID00190,CID9155,Buy,393,679.49,267039.57,EUR,2/22/2024,2/24/2024,,Morgan Stanley,BATS,Trader C,Pending,DE,Clean
TID00191,OID00191,CID2487,Buy,342,121.81,41659.02,GBP,3/22/2024,3/24/2024,,Citibank,NASDAQ,Trader B,Pending,US,Escalated
TID00192,OID00192,CID7150,Sell,635,492.5,312737.5,GBP,2/25/2024,2/27/2024,,JPMorgan,NYSE,Trader C,Settled,DE,Reviewed
TID00193,OID00193,CID6795,Buy,311,1049.24,326313.64,USD,3/12/2024,3/14/2024,,Citibank,NYSE,Trader D,Failed,US,Manual Check
TID00194,OID00194,CID4016,Buy,136,1140.11,155054.96,GBP,1/9/2024,1/11/2024,,Citibank,IEX,Trader A,Failed,UK,Clean
TID00195,OID00195,CID1218,Sell,490,1445.2,708148,EUR,1/19/2024,1/21/2024,,Citibank,NYSE,Trader D,Pending,DE,Escalated
TID00196,OID00196,CID6949,Buy,221,253.05,55924.05,USD,4/28/2024,4/30/2024,,Citibank,IEX,Trader B,Pending,DE,Reviewed
TID00197,OID00197,CID7583,Buy,441,570.1,251414.1,GBP,4/25/2024,4/27/2024,,JPMorgan,NASDAQ,Trader A,Failed,DE,Manual Check
TID00198,OID00198,CID4194,Buy,287,359.38,103142.06,EUR,4/25/2024,4/27/2024,,Goldman Sachs,BATS,Trader C,Confirmed,DE,Manual Check
TID00199,OID00199,CID7821,Sell,971,1109.04,1076877.84,GBP,3/5/2024,3/7/2024,,Citibank,NASDAQ,Trader C,Failed,DE,Manual Check
TID00200,OID00200,CID9785,Sell,789,1245.84,982967.76,USD,4/6/2024,4/8/2024,,Citibank,NYSE,Trader C,Failed,US,Manual Check
